chr	start	end	strand	peak	position	Quality
chr5	1580890	1580891	+	1	1580891	58.53
chr5	1580891	1580892	+	1	1580892	60.55
chr5	1845973	1845974	+	1	1845974	313.61
chr5	1852331	1852332	+	4	1852332	54.49
chr5	1852334	1852335	+	4	1852335	48.26
chr5	1870990	1871000	+	5	1870991	10.7
chr5	2490628	2490633	+	2	2490629	29.31
chr5	2490634	2490650	+	2	2490635	29.31
chr5	3088405	3088417	+	2	3088406	321.01
chr5	3443879	3443880	+	1	3443880	17
chr5	3443885	3443886	+	1	3443886	25.93
chr5	3443888	3443889	+	1	3443889	1792.92
chr5	3660070	3660071	+	3	3660071	305.61
chr5	4284434	4284450	+	1	4284435	887.69
chr5	4499553	4499554	+	2	4499554	40.42
chr5	5802446	5802448	+	3	5802447	2964.3
chr5	8394746	8394748	+	2	8394747	1686.24
chr5	8469416	8469417	+	2	8469417	688.37
chr5	8469421	8469422	+	2	8469422	691.45
chr5	9381996	9381997	+	1	9381997	27.35
chr5	9996214	9996215	+	3	9996215	3181.41
chr5	9996223	9996224	+	3	9996224	3461.49
chr5	10384320	10384322	+	7	10384321	995.87
chr5	10432898	10432900	+	3	10432899	2290.31
chr5	10432900	10432901	+	3	10432899	2290.31
chr5	11144224	11144225	+	2	11144225	23.59
chr5	11316665	11316666	+	2	11316666	17.87
chr5	14052200	14052202	+	1	14052201	1067.88
chr5	16492200	16492201	+	2	16492199	24.22
chr5	17595149	17595150	+	1	17595150	947.95
chr5	18239157	18239159	+	5	18239158	2617.31
chr5	18974077	18974078	+	1	18974078	2110.38
chr5	19166793	19166794	+	1	19166794	2192.59
chr5	19960545	19960546	+	2	19960546	3224.62
chr5	19960546	19960547	+	2	19960547	3224.62
chr5	20328472	20328483	+	2	20328473	1595.93
chr5	20950840	20950842	+	1	20950841	354.24
chr5	21290955	21290956	+	5	21290956	17.4
chr5	21496755	21496756	+	1	21496756	43.34
chr5	22425157	22425158	+	2	22425158	3013.31
chr5	24937431	24937432	+	2	24937432	49.92
chr5	25310903	25310905	+	3	25310904	493.54
chr5	25831948	25831950	+	1	25831949	29.49
chr5	25831950	25831951	+	2	25831951	38.53
chr5	25831952	25831953	+	2	25831953	38.53
chr5	25832019	25832020	+	1	25832020	38.61
chr5	25832020	25832021	+	1	25832021	38.61
chr5	25877916	25877920	+	1	25877917	19.38
chr5	29496685	29496690	+	5	29496686	3874.3
chr5	30154951	30154956	+	3	30154952	157.21
chr5	30425981	30425982	+	1	30425982	35.35
chr5	30491224	30491225	+	2	30491225	123.33
chr5	31511930	31511931	+	1	31511931	4123.47
chr5	32134519	32134521	+	2	32134520	2023.32
chr5	32923073	32923075	+	4	32923074	77.29
chr5	33100100	33100101	+	1	33100101	232.3
chr5	34136343	34136344	+	2	34136344	97.8
chr5	34183676	34183677	+	5	34183677	28.68
chr5	34185838	34185839	+	1	34185839	668.9
chr5	34189407	34189408	+	1	34189408	20.34
chr5	34254280	34254281	+	2	34254281	22.45
chr5	34254360	34254362	+	1	34254361	1514.94
chr5	34396352	34396355	+	1	34396353	1155.99
chr5	34398660	34398661	+	1	34398661	19.35
chr5	35481941	35481942	+	1	35481942	1022.98
chr5	36579728	36579729	+	5	36579729	1461.86
chr5	37558324	37558326	+	4	37558325	387.86
chr5	37909114	37909115	+	5	37909115	112.61
chr5	37909122	37909123	+	5	37909123	86.68
chr5	38567495	38567496	+	7	38567496	4763.46
chr5	39084438	39084440	+	4	39084439	3551.32
chr5	40819177	40819179	+	1	40819178	60.37
chr5	41492338	41492339	+	1	41492339	13.54
chr5	41492349	41492350	+	1	41492350	13.54
chr5	41689497	41689498	+	1	41689498	171.79
chr5	42083862	42083863	+	2	42083863	58.41
chr5	42083867	42083868	+	2	42083868	55.37
chr5	42083868	42083869	+	2	42083869	55.37
chr5	43718245	43718246	+	1	43718246	46.42
chr5	44043458	44043459	+	1	44043459	22.75
chr5	44043460	44043461	+	1	44043461	25.56
chr5	44448634	44448636	+	7	44448635	2672.44
chr5	45549178	45549179	+	1	45549179	63.3
chr5	45549227	45549228	+	1	45549228	39.3
chr5	46323515	46323516	+	6	46323516	54.3
chr5	46323526	46323527	+	6	46323527	60.3
chr5	46323528	46323529	+	6	46323529	62.67
chr5	46323533	46323534	+	6	46323534	51.3
chr5	46323535	46323536	+	6	46323536	53.67
chr5	46323539	46323540	+	6	46323540	51.3
chr5	46323542	46323543	+	6	46323543	53.67
chr5	46323554	46323555	+	5	46323555	60.3
chr5	46323561	46323562	+	5	46323562	57.3
chr5	46323563	46323564	+	5	46323564	48.3
chr5	46323570	46323571	+	5	46323571	45.3
chr5	46323572	46323573	+	5	46323573	47.67
chr5	46323579	46323580	+	5	46323580	51.3
chr5	46323581	46323582	+	5	46323582	51.3
chr5	46323594	46323595	+	5	46323595	16.43
chr5	46323600	46323601	+	1	46323601	13.53
chr5	46379561	46379562	+	30	46379562	60.41
chr5	46379569	46379570	+	30	46379570	63.37
chr5	49599884	49599885	+	6	49599885	1408.05
chr5	49600763	49600764	+	5	49600764	493.05
chr5	49602540	49602541	+	3	49602541	277.93
chr5	49602563	49602564	+	4	49602564	495.33
chr5	49642855	49642857	+	1	49642856	72.98
chr5	49642860	49642861	+	1	49642861	82.03
chr5	49642869	49642870	+	1	49642870	85.08
chr5	49642873	49642874	+	1	49642874	43.08
chr5	49644426	49644427	+	1	49644427	114.02
chr5	49657426	49657427	+	1	49657427	13.53
chr5	49657438	49657439	+	1	49657439	63.61
chr5	49657440	49657441	+	1	49657441	73.53
chr5	49657452	49657453	+	1	49657453	1392.01
chr5	49657492	49657493	+	1	49657493	403.33
chr5	49658120	49658121	+	1	49658121	2525.61
chr5	49658596	49658597	+	4	49658597	1516.9
chr5	49660100	49660101	+	6	49660101	973.9
chr5	49666277	49666278	+	1	49666278	1075.05
chr5	49666295	49666296	+	1	49666296	1252.05
chr5	49666398	49666399	+	1	49666399	374.11
chr5	49667759	49667761	+	1	49667760	53.19
chr5	49667797	49667798	+	1	49667798	26.51
chr5	49683448	49683449	+	2	49683449	65.83
chr5	49692844	49692845	+	4	49692845	17.71
chr5	49717528	49717529	+	1	49717529	101.68
chr5	49717571	49717572	+	1	49717572	12.91
chr5	49730896	49730897	+	1	49730897	479.12
chr5	49745356	49745357	+	1	49745357	487.09
chr5	49746414	49746415	+	1	49746415	26.64
chr5	49746427	49746428	+	1	49746428	26.88
chr5	49750284	49750285	+	1	49750285	15.79
chr5	49750298	49750299	+	1	49750299	31.03
chr5	49750801	49750802	+	1	49750802	22.45
chr5	49750808	49750809	+	1	49750809	22.45
chr5	49754714	49754715	+	2	49754715	800.9
chr5	49754718	49754719	+	2	49754719	800.9
chr5	49767273	49767274	+	1	49767274	31.03
chr5	49767293	49767294	+	1	49767294	27.68
chr5	49773851	49773852	+	1	49773852	240.91
chr5	49774105	49774106	+	9	49774106	13.85
chr5	49777759	49777760	+	2	49777760	22.96
chr5	49780023	49780024	+	1	49780024	379.9
chr5	49781692	49781693	+	1	49781693	33.85
chr5	49797480	49797481	+	2	49797481	10.09
chr5	49805827	49805828	+	4	49805828	29.43
chr5	49809066	49809067	+	1	49809067	97.08
chr5	49809084	49809085	+	1	49809085	31.08
chr5	49809089	49809090	+	1	49809090	30.79
chr5	49809091	49809092	+	1	49809092	30.79
chr5	49809099	49809100	+	1	49809100	19.49
chr5	49811338	49811340	+	1	49811339	89.29
chr5	49811340	49811341	+	1	49811341	98.33
chr5	49817554	49817555	+	1	49817555	40.88
chr5	49820716	49820717	+	9	49820717	19.44
chr5	49828378	49828379	+	1	49828379	170.44
chr5	49829260	49829261	+	1	49829261	58.45
chr5	49829272	49829273	+	1	49829273	3111.67
chr5	49829283	49829284	+	1	49829284	70.49
chr5	49830062	49830063	+	3	49830063	9836.35
chr5	49830236	49830237	+	2	49830237	11674.44
chr5	49839723	49839724	+	1	49839724	48.8
chr5	49840957	49840958	+	1	49840958	43.3
chr5	49841431	49841432	+	1	49841432	134.64
chr5	49841438	49841439	+	1	49841439	134.64
chr5	49841445	49841446	+	1	49841446	134.64
chr5	49854555	49854556	+	3	49854556	35.61
chr5	49856563	49856564	+	4	49856564	31.09
chr5	49865738	49865739	+	3	49865739	54.4
chr5	49865742	49865743	+	3	49865743	55.14
chr5	49867721	49867722	+	3	49867722	34.28
chr5	49868837	49868838	+	1	49868838	221.06
chr5	49872808	49872809	+	1	49872809	37.32
chr5	49876821	49876822	+	7	49876822	17.47
chr5	49877960	49877961	+	2	49877961	312.05
chr5	49877962	49877963	+	2	49877963	312.05
chr5	49892871	49892872	+	1	49892872	29.34
chr5	49896661	49896662	+	1	49896662	20.71
chr5	49903051	49903052	+	1	49903052	15.42
chr5	49903053	49903054	+	1	49903054	15.42
chr5	49911131	49911132	+	1	49911132	105.77
chr5	49912832	49912833	+	1	49912833	62.24
chr5	49913363	49913364	+	6	49913364	947.37
chr5	49913452	49913453	+	1	49913453	887.92
chr5	49913466	49913467	+	1	49913467	850.91
chr5	49913496	49913497	+	1	49913497	197.64
chr5	49913519	49913521	+	13	49913520	207.57
chr5	49915468	49915469	+	2	49915469	12.57
chr5	49915965	49915966	+	1	49915966	124.45
chr5	49915968	49915969	+	1	49915969	124.45
chr5	49917167	49917168	+	4	49917168	1006.79
chr5	49917807	49917808	+	1	49917808	19.4
chr5	49917830	49917831	+	1	49917831	40.68
chr5	49920638	49920639	+	3	49920639	417.37
chr5	49927517	49927518	+	1	49927518	674.02
chr5	49931828	49931829	+	6	49931829	122.55
chr5	49931880	49931881	+	5	49931881	107.42
chr5	49933957	49933958	+	1	49933958	20.45
chr5	49933996	49933997	+	1	49933997	66.5
chr5	49940360	49940361	+	1	49940361	43.64
chr5	49943035	49943036	+	1	49943036	126.17
chr5	49943731	49943732	+	1	49943732	107.49
chr5	49944826	49944827	+	1	49944827	73.8
chr5	49944926	49944927	+	13	49944927	19.38
chr5	49944932	49944933	+	13	49944933	19.38
chr5	49944942	49944943	+	13	49944943	10.72
chr5	49947397	49947398	+	1	49947398	289.05
chr5	49948964	49948965	+	7	49948965	30.43
chr5	49962844	49962845	+	1	49962845	64.01
chr5	49965060	49965061	+	5	49965061	95.94
chr5	49969209	49969210	+	3	49969210	45.88
chr5	49969210	49969211	+	3	49969211	48.17
chr5	49971997	49971998	+	1	49971998	32.43
chr5	49980816	49980817	+	7	49980817	29.5
chr5	49980826	49980827	+	7	49980827	89.54
chr5	49984506	49984507	+	5	49984507	263.9
chr5	49984515	49984516	+	5	49984516	31.3
chr5	49985816	49985817	+	2	49985817	34.39
chr5	49990732	49990733	+	1	49990733	40.34
chr5	49990734	49990735	+	1	49990735	40.34
chr5	49990823	49990824	+	9	49990824	26.44
chr5	49994920	49994921	+	3	49994921	125.97
chr5	50001753	50001754	+	4	50001754	42.49
chr5	50014527	50014528	+	2	50014528	528.37
chr5	50025173	50025174	+	10	50025174	27.51
chr5	50025544	50025545	+	3	50025545	143.41
chr5	50029548	50029549	+	4	50029549	37.31
chr5	50031128	50031129	+	5	50031129	20.45
chr5	50035233	50035234	+	2	50035234	294.05
chr5	50038151	50038152	+	6	50038152	101.8
chr5	50045087	50045088	+	2	50045088	232.54
chr5	50047892	50047893	+	1	50047893	22.28
chr5	50051480	50051481	+	2	50051481	373.37
chr5	50133443	50133444	+	2	50133444	20.39
chr5	50133487	50133488	+	4	50133488	10.69
chr5	50133835	50133836	+	2	50133836	520.05
chr5	50136860	50136861	+	2	50136861	73.4
chr5	50142577	50142578	+	1	50142578	88.26
chr5	50271727	50271728	+	1	50271728	490.86
chr5	50271730	50271733	+	1	50271731	484.86
chr5	51155011	51155012	+	8	51155012	943.86
chr5	51155014	51155015	+	8	51155015	978.86
chr5	51155015	51155016	+	8	51155016	975.86
chr5	51155016	51155020	+	8	51155017	969.86
chr5	51155030	51155034	+	8	51155031	1291.86
chr5	51155041	51155046	+	8	51155042	859.01
chr5	51615559	51615560	+	1	51615560	520.91
chr5	51615581	51615594	+	1	51615582	484.89
chr5	52225297	52225300	+	6	52225298	62.57
chr5	52523129	52523132	+	1	52523130	687.01
chr5	55101974	55101975	+	1	55101975	224.79
chr5	55101979	55101980	+	1	55101980	216.78
chr5	55733079	55733080	+	6	55733080	79.53
chr5	56038945	56038946	+	1	56038946	13.55
chr5	56178487	56178489	+	5	56178488	1619.38
chr5	56207409	56207410	+	1	56207410	358.3
chr5	57140891	57140893	+	5	57140892	1550.42
chr5	58350223	58350224	+	5	58350224	31.47
chr5	58920493	58920495	+	1	58920494	18.93
chr5	58920497	58920499	+	1	58920498	15.01
chr5	59551470	59551471	+	2	59551471	893.09
chr5	59751610	59751611	+	6	59751611	67.29
chr5	59751611	59751612	+	6	59751612	78.3
chr5	59985493	59985494	+	1	59985494	129.64
chr5	60668184	60668200	+	2	60668185	258.6
chr5	60668200	60668207	+	2	60668185	258.6
chr5	60668236	60668250	+	2	60668237	237.87
chr5	61260690	61260691	+	3	61260691	69.35
chr5	61260697	61260698	+	3	61260698	72.5
chr5	62800530	62800531	+	1	62800531	1747.86
chr5	64173605	64173606	+	3	64173606	11.97
chr5	64466566	64466567	+	2	64466567	43.67
chr5	65165717	65165718	+	2	65165718	18.11
chr5	65165747	65165748	+	2	65165748	17.76
chr5	65591644	65591645	+	1	65591645	120.43
chr5	66126997	66127000	+	1	66126998	13.13
chr5	67250408	67250409	+	5	67250409	30.74
chr5	68189238	68189239	+	1	68189239	26.31
chr5	69131600	69131601	+	3	69131600	29.95
chr5	69310519	69310521	+	3	69310520	13.08
chr5	69632619	69632620	+	2	69632620	65.42
chr5	69632871	69632872	+	6	69632872	130.7
chr5	69633007	69633008	+	1	69633008	77.61
chr5	69633014	69633015	+	1	69633015	28.66
chr5	70435579	70435580	+	1	70435580	725.95
chr5	70489548	70489549	+	1	70489549	78.17
chr5	70489549	70489550	+	1	70489550	78.17
chr5	70913389	70913390	+	2	70913390	13.02
chr5	72108303	72108304	+	4	72108304	52.61
chr5	73876665	73876666	+	1	73876666	32.77
chr5	74614948	74614949	+	1	74614949	17.45
chr5	75206203	75206204	+	5	75206204	130.96
chr5	75267593	75267594	+	1	75267594	834.05
chr5	75882401	75882402	+	2	75882402	14.67
chr5	75882412	75882413	+	2	75882413	55.61
chr5	75883346	75883347	+	8	75883347	89.88
chr5	76939520	76939521	+	1	76939521	2248.34
chr5	76939521	76939522	+	1	76939522	62.34
chr5	78592700	78592727	+	1	78592672	983.37
chr5	79641023	79641025	+	1	79641024	17.91
chr5	80691530	80691532	+	1	80691531	1772.76
chr5	80966663	80966667	+	1	80966664	34.31
chr5	81736189	81736190	+	14	81736190	238.11
chr5	82369245	82369247	+	6	82369246	633.89
chr5	82431069	82431070	+	4	82431070	25.65
chr5	82431071	82431072	+	4	82431072	19.68
chr5	82431092	82431093	+	4	82431093	58.49
chr5	85658915	85658916	+	2	85658916	20.21
chr5	85659683	85659684	+	4	85659684	102.1
chr5	85662241	85662242	+	10	85662242	512.05
chr5	86242679	86242681	+	5	86242680	52.31
chr5	87409628	87409629	+	1	87409629	556.8
chr5	87535514	87535515	+	1	87535515	30.2
chr5	87535515	87535517	+	1	87535516	21.18
chr5	87535520	87535521	+	1	87535521	30.39
chr5	87632938	87632939	+	10	87632939	28.58
chr5	87992242	87992243	+	4	87992243	27.34
chr5	88002841	88002842	+	2	88002842	2064.35
chr5	89034029	89034035	+	1	89034030	1158.91
chr5	89477521	89477522	+	1	89477522	1949.39
chr5	89623859	89623860	+	2	89623860	3110.41
chr5	91416894	91416896	+	5	91416895	2327.68
chr5	92184950	92184951	+	2	92184951	293.9
chr5	93221703	93221705	+	4	93221704	2225.12
chr5	93532396	93532399	+	2	93532397	16.47
chr5	93853116	93853117	+	2	93853117	25.41
chr5	93853120	93853121	+	2	93853121	19.44
chr5	93853147	93853148	+	2	93853148	2787.36
chr5	94205299	94205300	+	2	94205300	68.46
chr5	95135734	95135735	+	1	95135735	120.49
chr5	95950897	95950900	+	5	95950898	1645.88
chr5	97034364	97034365	+	2	97034365	49.6
chr5	97219296	97219297	+	1	97219297	760.06
chr5	97681604	97681605	+	1	97681605	21.35
chr5	97681608	97681609	+	1	97681609	24.34
chr5	97861446	97861449	+	5	97861447	22.33
chr5	98269038	98269039	+	7	98269039	461.06
chr5	98702180	98702181	+	2	98702181	31.31
chr5	98702184	98702185	+	2	98702185	37.35
chr5	98702185	98702186	+	2	98702186	37.35
chr5	98702190	98702191	+	2	98702191	34.37
chr5	99011078	99011079	+	8	99011079	152.37
chr5	99011080	99011081	+	8	99011081	152.37
chr5	99161139	99161140	+	1	99161140	1173.05
chr5	99405685	99405686	+	1	99405686	138.9
chr5	99525245	99525246	+	3	99525246	45.31
chr5	100072343	100072344	+	1	100072344	92.07
chr5	100340034	100340035	+	1	100340035	11.04
chr5	100380256	100380257	+	2	100380257	165.57
chr5	100384424	100384425	+	1	100384425	104.43
chr5	100861186	100861189	+	2	100861187	16.4
chr5	101314496	101314497	+	1	101314497	1611.45
chr5	101314497	101314498	+	1	101314498	1611.45
chr5	102131775	102131776	+	7	102131776	49.39
chr5	102131781	102131782	+	7	102131782	49.39
chr5	102187094	102187096	+	3	102187095	56.37
chr5	102334920	102334921	+	5	102334921	14.51
chr5	103564465	103564466	+	6	103564466	103.37
chr5	103564467	103564468	+	6	103564468	114.81
chr5	103564469	103564470	+	6	103564470	117.44
chr5	103564471	103564475	+	6	103564472	108.96
chr5	103564478	103564481	+	6	103564479	106.45
chr5	103564482	103564483	+	6	103564483	119.88
chr5	103564483	103564489	+	6	103564484	100.45
chr5	103564491	103564492	+	6	103564492	107.89
chr5	103564493	103564494	+	6	103564494	104.83
chr5	103564496	103564497	+	6	103564497	65.57
chr5	103564499	103564500	+	6	103564500	65.57
chr5	104222416	104222417	+	3	104222417	237.69
chr5	104222418	104222419	+	3	104222419	237.69
chr5	106048600	106048601	+	2	106048600	1214.86
chr5	106506085	106506086	+	3	106506086	3319.77
chr5	107013542	107013543	+	2	107013543	927.8
chr5	107243327	107243330	+	2	107243328	25.32
chr5	108045442	108045446	+	5	108045443	19.43
chr5	108177899	108177900	+	2	108177900	1115.21
chr5	108177900	108177901	+	8	108177900	1115.21
chr5	108791574	108791575	+	2	108791575	2487.86
chr5	108997415	108997420	+	2	108997416	1606.86
chr5	108997429	108997434	+	2	108997430	517.01
chr5	109340703	109340704	+	2	109340704	45.61
chr5	109341547	109341548	+	5	109341548	70.57
chr5	109354090	109354098	+	4	109354091	174.6
chr5	110524398	110524400	+	3	110524399	211.42
chr5	111088341	111088342	+	1	111088342	1618.1
chr5	111327337	111327338	+	2	111327338	45.3
chr5	111327339	111327340	+	2	111327340	48.3
chr5	111327349	111327350	+	2	111327350	48.3
chr5	111961242	111961243	+	5	111961243	1470.32
chr5	112038163	112038165	+	4	112038164	332.43
chr5	113787721	113787724	+	2	113787722	36.46
chr5	114308332	114308333	+	4	114308333	804.05
chr5	115212380	115212381	+	10	115212381	13.55
chr5	115421562	115421563	+	2	115421563	27.71
chr5	115632641	115632642	+	10	115632642	371.03
chr5	116862394	116862400	+	1	116862395	26.58
chr5	116864084	116864086	+	1	116864085	13.49
chr5	116883180	116883199	+	1	116883181	14.84
chr5	117867904	117867909	+	3	117867905	68.05
chr5	118513768	118513800	+	4	118513769	94.43
chr5	119202885	119202887	+	2	119202886	535.36
chr5	119668019	119668020	+	4	119668020	504.05
chr5	121075310	121075311	+	2	121075311	14.82
chr5	121075312	121075313	+	2	121075313	11.96
chr5	122511095	122511096	+	2	122511096	21.91
chr5	122615001	122615002	+	2	122615002	166.07
chr5	122615008	122615009	+	2	122615009	177.07
chr5	122641435	122641436	+	1	122641436	10.49
chr5	123237637	123237638	+	2	123237638	11.02
chr5	123238548	123238549	+	4	123238549	32.17
chr5	123354953	123354954	+	2	123354954	22.41
chr5	125171551	125171552	+	1	125171552	1751
chr5	125690217	125690218	+	4	125690218	965.82
chr5	125918756	125918757	+	2	125918757	1637.69
chr5	126891622	126891623	+	4	126891623	1310.4
chr5	127719467	127719498	+	3	127719468	84.09
chr5	129155243	129155244	+	1	129155244	12.84
chr5	132619835	132619836	+	4	132619836	38.9
chr5	133369929	133369930	+	2	133369930	54.28
chr5	133369933	133369934	+	2	133369934	57.8
chr5	133517075	133517077	+	1	133517076	2034.3
chr5	134189141	134189142	+	7	134189142	3391.81
chr5	134326838	134326839	+	2	134326839	1211.92
chr5	134326840	134326841	+	2	134326841	1742.92
chr5	134326842	134326843	+	2	134326843	1700.92
chr5	134868407	134868409	+	1	134868408	1690.38
chr5	137050125	137050126	+	2	137050126	39.05
chr5	137131924	137131925	+	2	137131925	31.35
chr5	137131926	137131927	+	2	137131927	31.36
chr5	137876785	137876786	+	5	137876786	38.64
chr5	137876790	137876791	+	5	137876791	26.5
chr5	137999119	137999121	+	2	137999120	2619.37
chr5	139352501	139352502	+	4	139352502	235.72
chr5	140468102	140468103	+	5	140468103	17.69
chr5	140518369	140518370	+	1	140518370	187.41
chr5	140791957	140791958	+	1	140791958	79.33
